vendorName,streetAddress,ZIPCode,city,state,countryCode,congressionalDistrictCode,annualRevenue,numberOfEmployees,PIID,modNumber,transactionNumber,obligatedAmount,majorProgramCode,mainAccountCode,placeOfPerformanceZIPCode,placeOfPerformanceCongressionalDistrict,placeOfPerformanceCountryCode,placeOfPerformanceStateCode,signedDate,effectiveDate,currentCompletionDate,ultimateCompletionDate,fundedThroughDate,principalNAICSCode,countryOfOrigin,placeOfManufacture
Exelis Visual Information Solutions Incorporated,4990 Pearl E Cir,803012530,Boulder,CO,USA,2,43800000,204,NNX14ME27D,0,0,8874,,120,803012530,2,USA,CO,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,,811212,USA,C
Miltec Corporation,678 Discovery Dr,358062802,Huntsville,AL,USA,5,688200000,3279,NNM14AD98P,0,0,9164,,122,358062802,5,USA,AL,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,541712,USA,C
Intelligent Decisions Incorporated,21445 Beaumeade Cir,201476036,Ashburn,VA,USA,10,310000000,352,NNK14MA91D,0,0,11843.75,,124,201476036,10,USA,VA,2014-08-01 00:00:00,2014-08-01 00:00:00,2017-08-31 00:00:00,2017-08-31 00:00:00,,541519,USA,D
Blanchard Training And Development Incorporated,125 State Pl,920291398,Escondido,CA,USA,50,54632208,323,NNX14TD74P,0,0,15996,,4546,770583696,36,USA,TX,2014-08-01 00:00:00,2014-09-04 00:00:00,2014-09-05 00:00:00,2014-09-05 00:00:00,,611430,USA,C
"Affigent, Llc",13873 Park Center Road Ste 127,201713248,Herndon,VA,USA,10,151655216,97,NNX14MC17D,7,0,17535.17,,120,201713248,10,USA,VA,2014-08-01 00:00:00,2014-07-24 00:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,541519,USA,D
New Mexico State University,1050 Stewart St Ste E1200,880031239,Las Cruces,NM,USA,2,497334,4353,NNX12AL80H,2,0,19475,"INVESTIGATING THE EFFECTS OF GRAVITY (BUOYANCY) WAVES UPON THE MARTIAN ATMOSPHERE, WITH EMPHASIS UPO",120,880031239,2,USA,NM,2014-08-01 00:00:00,2014-09-01 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,,
,338 S 4th St,934331999,Grover Beach,CA,USA,24,10000000,80,NNG14PE81P,0,0,21124,,122,934830446,24,USA,CA,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-11-07 00:00:00,2014-11-07 00:00:00,,423510,USA,D
University Of Maryland,220 Arch St Rm 02148,212011531,Baltimore,MD,USA,7,2390000128,12000,NNX10AP47G,6,0,21971,COLD ADAPTATION IN THE EXTREMELY HALOPHILIC ARCHAEON HALORUBRUM LACUSPROFUNDI:,120,212011531,7,USA,MD,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-08-24 00:00:00,2014-08-24 00:00:00,2014-08-24 00:00:00,,,
University Of Wisconsin System,21 N Park St Ste 6401,537151218,Madison,WI,USA,2,2191200000,16368,NNX14AO16H,0,0,28147,NASA EARTH AND SPACE SCIENCE FELLOWSHIP (NESSF) PROGRAM 2014,120,537151218,2,USA,WI,2014-08-01 00:00:00,2014-09-01 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,,
University Of Alabama In Huntsville,301 Sparkman Dr Nw,358051911,Huntsville,AL,USA,5,68247184,1913,NNX14AO65G,0,0,28389,NASA APPLIED SCIENCES PROGRAM SUPPORT FOR AN APPLICATIONS WORKSHOP ON THE SUOMI NATIONAL POLAR-ORBIT,120,358051911,5,USA,AL,2014-08-01 00:00:00,2014-07-29 00:00:00,2015-07-28 00:00:00,2015-07-28 00:00:00,,,,
Arizona State University,660 S Mill Ave Ste 312,852813670,Tempe,AZ,USA,9,350000000,20000,NNX13AP41H,1,0,29795,HIGH SPATIAL RESOLUTION 26AL-26MG DATING OF WARK-LOVERING RIMS AROUND REFRACTORY INCLUSIONS IN PRIMI,120,852813670,9,USA,AZ,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,,
Air Products And Chemicals Incorporated,7201 Hamilton Blvd,181951526,Allentown,PA,USA,,10000000000,21000,NNC14NW29D,0,0,41836.83,,122,181951501,15,USA,PA,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-12-01 00:00:00,2014-12-01 00:00:00,,325120,USA,D
New Jersey Institute Of Technology,323 Martin Luther King Jr Blvd,71021982,Newark,NJ,USA,10,236128000,1227,NNX11AO70G,7,0,49914,HIGH-SPATIAL AND HIGH-SPECTRAL RESOLUTION STUDY OF SMALL-SCALE JETS,120,71021824,10,USA,NJ,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-08-02 00:00:00,2015-08-02 00:00:00,2015-08-02 00:00:00,,,
Brph Architects Engineers Incorporated,5700 N Highway 1 # 400,329407514,Melbourne,FL,USA,8,1560300,172,NNK14CA31T,0,0,55823,,115,329407514,8,USA,FL,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-10-15 00:00:00,2014-10-15 00:00:00,,541310,USA,C
"Sensor Systems, Llc",2800 Anvil St N,337102943,Saint Petersburg,FL,USA,13,7500500,110,NNC14VD13P,0,0,56469,,122,337102943,13,USA,FL,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-01-02 00:00:00,2015-02-02 00:00:00,,334419,USA,D
Conservation International Foundation,2011 Crystal Dr Ste 500,222023787,Arlington,VA,USA,8,0,0,NNX14AO67G,0,0,59526,INTERNATIONAL BLUE CARBON SCIENTIFIC WORKING GROUP,120,222023787,8,USA,VA,2014-08-01 00:00:00,2014-07-29 00:00:00,2016-07-28 00:00:00,2016-07-28 00:00:00,2016-07-28 00:00:00,,,
Pcmg Incorporated,14120 Newbrook Dr Ste 100,201512273,Chantilly,VA,USA,10,178000000,2400,NNA14SA97D,0,0,61519.34,,120,201512298,10,USA,VA,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,334111,USA,D
Ch2m Hill Incorporated,4121 Carmichael Rd Ste 400,361063683,Montgomery,AL,USA,2,5500000256,18294,NNM14CH49T,0,0,64658,ARCHITECT-ENGINEER (A/E) SERVICES FOR ENVIRONMENTAL ENGINEERING AND OCCUPATIONAL HEALTH,122,358120001,5,USA,AL,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-05-31 00:00:00,2015-05-31 00:00:00,,541330,USA,C
Paragon Tec Incorporated,3740 Carnegie Ave Ste 302,441152756,Cleveland,OH,USA,11,6500000,40,NNC13QA10D,8,0,74346.21,NASA EDUCATION SUPPORT SERVICES,128,441152756,11,USA,OH,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,611710,USA,C
Georgia Tech Research Corporation,505 10th St Nw,303320001,Atlanta,GA,USA,5,219737600,1500,NNX13AI08G,1,0,74621,COMBINING EXPERIMENTAL EVOLUTION AND RESURRECTED ANCESTRAL GENES TO STUDY HISTORICALCONTINGENCY AND,120,303320001,5,USA,GA,2014-08-01 00:00:00,2014-08-01 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,2016-03-31 00:00:00,,,
University Of Oklahoma,1000 Asp Ave Rm 105,730194039,Norman,OK,USA,4,538063488,3565,NNX13AQ88G,1,0,75386,USING NMQ GROUND-BASED RADAR TO IMPROVE PASSIVE-ONLY PRECIPITATION PROFILE RETRIEVALS FOR PATH,120,730194039,4,USA,OK,2014-08-01 00:00:00,2014-08-01 00:00:00,2016-09-03 00:00:00,2016-09-03 00:00:00,2016-09-03 00:00:00,,,
Trustees Of Boston University,1 Silber Way,22151390,Boston,MA,USA,7,1853091,8604,NNX11AN01G,3,0,75883,CUT CRATERS ON MARS: A STUDY OF IMPACT STRUCTURES EXPOSED IN CROSS-SECTION (BOSTON UNIVERSITY),120,22151390,7,USA,MA,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-06-01 00:00:00,2015-06-01 00:00:00,2015-06-01 00:00:00,,,
The Regents Of The University Of Colorado,"3100 Marine St., Rm 479 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX14AO37G,0,0,115767,,120,803031058,2,USA,CO,2014-08-01 00:00:00,2014-07-25 00:00:00,2017-07-24 00:00:00,2017-07-24 00:00:00,2017-07-24 00:00:00,,,
Johnson Contractors Incorporated,3635 2nd St,356611275,Muscle Shoals,AL,USA,4,33000000,180,NNM14AC61D,0,0,122222,ID/IQ CONSTRUCTION,122,358120001,5,USA,AL,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-09-15 00:00:00,2014-09-15 00:00:00,,236220,USA,C
University Of Maryland,3112 Lee Building Md-005,207420001,College Park,MD,USA,5,2720895488,12254,NNX14AM39G,0,0,123639,ROLE OF FOREST DISTURBANCE AND REGROWTH IN THE US CARBON BUDGET,120,207420001,5,USA,MD,2014-08-01 00:00:00,2014-09-01 00:00:00,2017-08-31 00:00:00,2017-08-31 00:00:00,2015-08-31 00:00:00,,,
"University Of California, Los Angeles",11000 Kinross Ave Ste 102,900952000,Los Angeles,CA,USA,33,923151936,9999,NNX14AC16G,1,0,143664,"A SURVEY OF FORESHOCK BUBBLES WITH THEMIS TO UNDERSTAND FORMATION CRITERIA, THEIR CHARACTERISTICS, A",120,900952000,33,USA,CA,2014-08-01 00:00:00,2014-08-01 00:00:00,2015-12-31 00:00:00,2015-12-31 00:00:00,2015-12-31 00:00:00,,,
Jones Edmunds & Associates Incorporated,730 N E Waldo Rd,326413631,Gainesville,FL,USA,,38575264,217,NNK12CA86T,1,0,149339,,130,327805800,8,USA,FL,2014-08-01 00:00:00,2013-07-31 00:00:00,2014-07-31 00:00:00,2014-07-31 00:00:00,,541330,USA,C
Unavco Incorporated,6350 Nautilus Dr Frnt,803015394,Boulder,CO,USA,2,18000000,90,NNX14AJ52A,0,0,186983,PLUG AND PLAY GPS FOR EARTH SCIENTISTS: PROVIDING IMMEDIATE ACCESS TO LOW-LATENCY GEODETIC PRODUCTS,120,803015394,2,USA,CO,2014-08-01 00:00:00,2014-05-29 00:00:00,2016-05-28 00:00:00,2016-05-28 00:00:00,2016-05-28 00:00:00,,,
California Institute Of Technology,4800 Oak Grove Dr,911098001,Pasadena,CA,USA,27,1724999936,5000,NNN13D229T,8,0,488459,,120,911098099,27,USA,CA,2014-08-01 00:00:00,2014-08-01 00:00:00,2014-09-28 00:00:00,2014-09-28 00:00:00,2014-09-28 00:00:00,541712,USA,C
Assoc Univ Research Astronomy,3700 San Martin Dr,212182410,Baltimore,MD,USA,7,0,0,GSFC0198106DNAS526555,446,0,2886231,,120,212182410,7,USA,MD,2014-08-01 00:00:00,2014-08-01 00:00:00,2016-04-30 00:00:00,2016-04-30 00:00:00,2015-01-21 00:00:00,333314,USA,C
Trax International Corporation,8337 W Sunset Rd Ste 250,891132211,Las Vegas,NV,USA,3,155083008,2200,NNG12AZ11C,86,0,-51892.97,TRAX LOGISTICS,122,207710003,5,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-30 00:00:00,2017-07-31 00:00:00,2014-09-30 00:00:00,541614,USA,C
Semi Usa Corporation,2800 Post Oak Blvd Ste 5858,770566119,Houston,TX,USA,7,27000000512,163000,NNG13AZ04C,28,0,-25962.47,,130,207710003,5,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-12-01 00:00:00,2014-12-01 00:00:00,,236220,USA,C
Air Liquide Industrial U.S. Lp,2700 Post Oak Blvd Ste 1800,770565797,Houston,TX,USA,7,18700800000,45000,NNK11OR51D,31,0,-11993.34,,124,328248006,9,USA,FL,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-06-30 00:00:00,2014-06-30 00:00:00,,325120,USA,D
Cribmaster Incorporated,1955 W Oak Cir,300622249,Marietta,GA,USA,6,8000000000,35000,NNC13FA23P,2,0,-5924.12,CRIBMASTER INSTALLATION AND TRAINING,115,300622249,6,USA,GA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-01-31 00:00:00,2014-01-31 00:00:00,,561990,USA,D
Massachusetts Institute Of Technology,77 Massachusetts Ave,21394301,Cambridge,MA,USA,7,2117339008,12962,NNG12FG09C,3,0,-53.61,TESS,120,21394301,7,USA,MA,2014-08-04 00:00:00,2014-08-04 00:00:00,2013-05-17 00:00:00,2013-05-17 00:00:00,,541712,USA,C
Chesapeake Resources Incorporated,6001 Montrose Rd Ste 800,208524874,Rockville,MD,USA,8,10000000,75,NNG14HK39P,0,0,3588,,120,208524554,6,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,531130,USA,C
Testequity Llc,6100 Condor Dr,930212608,Moorpark,CA,USA,26,80000000,110,NNJ14HD42P,0,0,3679.2,,124,930212608,26,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-14 00:00:00,2014-08-14 00:00:00,,334515,USA,D
Dspace Incorporated,50131 Pontiac Trail,483932020,Wixom,MI,USA,11,15000000,1000,NNL14AE49P,0,0,5184,,126,483932020,11,USA,MI,2014-08-04 00:00:00,2014-09-30 00:00:00,2015-09-29 00:00:00,2015-09-29 00:00:00,,423430,USA,C
"Four Points Technology, Llc",14900 Conference Center Dr Ste 100,201513813,Chantilly,VA,USA,10,193000000,49,NNC14VD97P,0,0,5348,,126,201513813,10,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-18 00:00:00,2014-08-18 00:00:00,,423430,USA,C
Pcmg Incorporated,14120 Newbrook Dr Ste 100,201512273,Chantilly,VA,USA,10,178000000,2400,NNG14HM17D,0,0,6548.36,,120,201512273,10,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-04 00:00:00,2014-09-04 00:00:00,,334111,USA,D
Aero Wheel & Brake Service Corp,6900 Acco St,906405435,Montebello,CA,USA,38,3500000,35,NND14AB83T,0,0,6639.29,,126,906405435,38,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,488190,USA,C
Accutech Instrumentation Incorporated,11101 S Crown Way Ste 4,334148792,West Palm Beach,FL,USA,21,8500000,13,NNK14MA78P,0,0,6951.92,,115,334148792,21,USA,FL,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-10-31 00:00:00,2014-10-31 00:00:00,,423840,USA,D
Fine Circuits Incorporated,848 W Bartlett Rd Ste 9,601034493,Bartlett,IL,USA,6,2500000,12,NNM14AD61P,0,0,7411.26,,122,601034493,6,USA,IL,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-26 00:00:00,2014-08-26 00:00:00,,334412,USA,D
Ross Controls Incorporated,2200 N Cleveland Massillon Rd,443331274,Akron,OH,USA,11,1,5,NNC14VE48P,0,0,8429,,126,443331274,11,USA,OH,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-22 00:00:00,2014-09-22 00:00:00,,423830,USA,D
"Shadow-soft, Llc",8302 Dunwoody Pl Ste 100,303503308,Atlanta,GA,USA,6,1200000,5,NNK14MA93D,0,0,9659.25,,122,303503308,6,USA,GA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-09-14 00:00:00,2015-09-14 00:00:00,,541519,USA,C
Chugach Federal Solutions Incorporated,3800 Centerpoint Dr Ste 601,995035821,Anchorage,AK,USA,0,23816,2,NNM14AA31T,2,0,12983.33,,122,358120001,5,USA,AL,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,2015-03-31 00:00:00,561730,USA,C
Spectra Logic Corporation,6285 Lookout Rd Ste 100,803012725,Boulder,CO,USA,2,71000000,375,NNG14PC79P,0,0,14728.3,,120,803012725,2,USA,CO,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,,334112,USA,D
Gms International Corporation,1984 Isaac Newton Sq W Ste 104,201905039,Reston,VA,USA,11,1000000,7,NND14AB82P,0,0,15714.4,,120,935230273,23,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-31 00:00:00,2014-08-31 00:00:00,,336413,USA,D
Atmospheric & Space Technology Research Associates,5777 Central Ave Ste 221,803012870,Boulder,CO,USA,2,1200000,8,NNG13WF02P,1,0,16654,,120,803012870,2,USA,CO,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,,541712,USA,C
Swish Data Corporation,17 Feagles Rd,109902224,Warwick,NY,USA,18,1,6,NNK14LA80P,0,0,16835,,122,109902224,18,USA,NY,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-15 00:00:00,2014-08-15 00:00:00,,541519,USA,D
"Teambwt, Llc",1105 South 17th St,222021605,Arlington,VA,USA,8,1000000,1,NNM14AD22D,0,0,19262.16,,122,222021605,8,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-18 00:00:00,2014-08-18 00:00:00,,324110,USA,D
Wichita State University,1845 Fairmount St,672609700,Wichita,KS,USA,4,118000000,1800,NNC14VB44P,0,0,22175,,126,672609700,4,USA,KS,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,541380,USA,C
Pcmg Incorporated,14120 Newbrook Dr Ste 100,201512273,Chantilly,VA,USA,10,178000000,2400,NNK14OG21D,0,0,23181.63,,122,201512273,10,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-04 00:00:00,2014-09-04 00:00:00,,334111,USA,D
New England Aquarium Corporation,Central Wharf,21103399,Boston,MA,USA,8,34000000,210,NNX11AO93G,3,0,23728,FORECASTING CHANGES IN HABITAT USE BY BOWHEAD WHALES IN RESPONSE TO ARCTIC CLIMATE CHANGE,120,21103399,8,USA,MA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-04 00:00:00,2015-08-04 00:00:00,2015-08-04 00:00:00,,,
Troy Company Incorporated,603 Stewart St Ste 616,981011263,Seattle,WA,USA,7,5000000,19,NNM14AD21D,0,0,23882.4,,122,981011263,7,USA,WA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-08-18 00:00:00,2014-08-18 00:00:00,,324110,USA,D
G C Micro Corporation,3910 Cypress Drive,949545694,Petaluma,CA,USA,2,33000000,30,NNG14HM16D,0,0,27475.95,,120,949545694,2,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-03 00:00:00,2014-09-03 00:00:00,,541519,USA,D
Creative Management Technology Incorporated,819 N Atlantic Ave,329313168,Cocoa Beach,FL,USA,8,12000000,100,NNC14TA88T,0,0,28882.38,JANITIORIAL SERVICES CONTRACT - IDIQ/EMERGENCIES,122,329313168,8,USA,FL,2014-08-04 00:00:00,2014-08-04 00:00:00,2019-12-31 00:00:00,2019-12-31 00:00:00,2014-09-30 00:00:00,561720,USA,C
Rush Construction Incorporated,6285 Vectorspace Blvd,327808040,Titusville,FL,USA,8,10000000,24,NNK13CA55T,4,0,32491,GENERAL CONSTRUCTION,130,328990101,8,USA,FL,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-03-17 00:00:00,2015-03-17 00:00:00,,236220,USA,C
Triton Services Incorporated,17001 Science Dr Ste 100,207154330,Bowie,MD,USA,5,16300000,100,NNX14ME31D,0,0,32552.41,,115,214012942,4,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-09-02 00:00:00,2015-09-02 00:00:00,,443120,USA,C
University Of Arizona,888 N Euclid Ave,857194824,Tucson,AZ,USA,3,812284992,10000,NNX14AD51G,1,0,32576,CHARACTERIZING THE DENSITY AND TEMPERATURE STRUCTURE IN THE UPPER ATMOSPHERES OF SATURN AND TITAN,120,857194824,3,USA,AZ,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-04-18 00:00:00,2017-04-18 00:00:00,2017-04-18 00:00:00,,,
Urs Federal Technical Services Incorporated,4732 Rightout Road Msfc,358120001,Huntsville,AL,USA,5,10000000000,45000,NNM12AB54T,71,0,34461,,122,358120001,5,USA,AL,2014-08-04 00:00:00,2014-08-04 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,561210,USA,C
"Rubin, Sheldon",4641 Noble Ave,914032438,Sherman Oaks,CA,USA,30,90000,1,NNM14AE91P,0,0,46459,,124,914032438,30,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-09-30 00:00:00,2015-09-30 00:00:00,,541330,USA,C
Smithsonian Institution,2011 Crystal City Dr Ste 352 Mrc 1205,222023709,Arlington,VA,USA,8,1159059968,5550,NNX13AK64G,1,0,51493,THREE DIMENSIONAL VISUALIZATION OF THE SUBSURFACE OF ELYSIUM AND AMAZONIS PLANITIAE,120,222023709,8,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,
The Regents Of The University Of Colorado,"3100 Marine St Rm 479, 572 Ucb",803031058,Boulder,CO,USA,2,3333,3333,NNX13AM25G,3,0,56393,REMOTELY-SENSED ACTIVE LAYER THICKNESS (RESALT) PRODUCT DERIVED FROM INSAR DATA OVER NORTH AMERICAN,120,803031058,2,USA,CO,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,
Old Dominion University Research Foundation,4111 Monarch Wy Ste 204,235082561,Norfolk,VA,USA,3,49452508,510,NNX14AL77A,1,0,57354,RADIATION SHIELDING STUDIES AND IMPROVED TRANSPORT METHODS,124,235082561,3,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2019-08-30 00:00:00,2019-08-30 00:00:00,2019-08-30 00:00:00,,,
"Four Points Technology, Llc",14900 Conference Center Dr Ste 100,201513813,Chantilly,VA,USA,10,4700000,26,NNA14SB15D,0,0,57918.87,,122,201512298,10,USA,VA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-08 00:00:00,2015-08-08 00:00:00,,334111,USA,D
Cascade Designs Incorporated,4000 1st Ave S,981342301,Seattle,WA,USA,7,105000000,564,NNJ14HA62P,0,0,58559,,122,981342301,7,USA,WA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-03 00:00:00,2015-08-03 00:00:00,,326150,USA,C
California Institute Of Technology,1200 E California Blvd,911250001,Pasadena,CA,USA,27,2056999936,8900,NNX14AO08G,0,0,61614,TOWARDS ETA-EARTH: CHARACTERIZING THE DETECTION RATE OF SMALL PLANETS IN THE KEPLER PIPELINE,120,911250001,27,USA,CA,2014-08-04 00:00:00,2014-07-22 00:00:00,2017-07-21 00:00:00,2017-07-21 00:00:00,2017-07-21 00:00:00,,,
University Of Wisconsin System,21 N Park St Ste 6401,537151218,Madison,WI,USA,2,2191200000,16368,NNX14AO69G,0,0,64545,REFINEMENT OF CLOUD OPTICAL AND MICROPHYSICAL PROPERTIES AND GRIDDED ATMOSPHERE PRODUCTS FROM MODIS,120,537151218,2,USA,WI,2014-08-04 00:00:00,2014-07-29 00:00:00,2017-07-28 00:00:00,2017-07-28 00:00:00,2017-07-28 00:00:00,,,
Colorado State University,601 S Howes St,805212807,Fort Collins,CO,USA,2,775000000,7500,NNX12AR69G,2,0,71473,GEOS-CARB: A FRAMEWORK FOR MONITORING CARBON CONCENTRATIONS AND FLUXES,120,805212807,2,USA,CO,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-07-30 00:00:00,2016-07-30 00:00:00,,,,
Cornell University Incorporated,373 Pine Tree Rd,148502820,Ithaca,NY,USA,23,1102000000,15736,NNX13AJ91G,1,0,75695,ROCKET EXPERIMENT FOR NEUTRAL UPWELLING 2 (RENU2) - CORNELL CO-I PROPOSAL,120,148502820,23,USA,NY,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,,,
University Of Washington,4333 Brooklyn Ave Ne,981950001,Seattle,WA,USA,7,0,0,NNX11AO91G,3,0,76138,FORECASTING CHANGES IN HABITAT USE BY BOWHEAD WHALES IN RESPONSE TO ARCTIC CLIMATE CHANGE,120,981950001,7,USA,WA,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-03 00:00:00,2015-08-03 00:00:00,2015-08-03 00:00:00,,,
Oregon State University,308 Kerr Administration Building,973318517,Corvallis,OR,USA,4,500000000,5200,NNX14AM72G,0,0,92696,THE EFFECTS OF EDDY-INDUCED EKMAN PUMPING ON MESOSCALE AND LARGE-SCALE OCEAN CIRCULATION,120,973318517,4,USA,OR,2014-08-04 00:00:00,2014-07-03 00:00:00,2018-07-02 00:00:00,2018-07-02 00:00:00,2018-07-02 00:00:00,,,
Planetary Science Institute,1700 E Fort Lowell Rd Ste 106,857192395,Tucson,AZ,USA,2,6954000,89,NNX13AR11G,1,0,94627,GEOMORPHIC INVESTIGATIONS OF MARTIAN OUTFLOW CHANNELS,120,857192395,2,USA,AZ,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-09-03 00:00:00,2016-09-03 00:00:00,2016-09-03 00:00:00,,,
Johns Hopkins University,3400 N Charles St W400 Wyman Park Bldg,212182680,Baltimore,MD,USA,7,3100000000,25000,NNX12AJ41G,2,0,95542,ADVANCED CHANGE DETECTION STUDIES OF MARTIAN DUNES,120,212182680,7,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-07-31 00:00:00,2016-07-31 00:00:00,2016-07-31 00:00:00,,,
Southwest Research Institute,6220 Culebra Rd,782385166,San Antonio,TX,USA,20,555000000,3340,NNX13AH64G,2,0,111488,THE EFFECT OF HEAVY ORGANIC MOLECULES IN THE ENCELADUS PLUME UPON THE COMPOSITION OBSERVED BY INMS,120,782385166,20,USA,TX,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-02-25 00:00:00,2016-02-25 00:00:00,2016-02-25 00:00:00,,,
Oregon State University,Kerr Administration B306,973318507,Corvallis,OR,USA,4,500000000,5200,NNX12AK59G,4,0,116719,TIME SERIES ANALYSIS OF DISTURBANCE IMPACTS ON THE PACIFIC NORTHWEST REGIONAL CARBON BALANCE,120,973318507,4,USA,OR,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,2015-08-31 00:00:00,,,
Universities Space Research Association,10211 Wincopin Cir 500,210443405,Columbia,MD,USA,7,72208008,458,NNX12AK33A,19,0,119135,INTERNATIONAL RESEARCH INITIATIVE FOR INNOVATION IN AEROSPACE METHODS AND TECHNOLOGIES,122,210443405,7,USA,MD,2014-08-04 00:00:00,2014-08-04 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,2015-07-31 00:00:00,,,
Seti Institute,189 Bernardo Ave # 100,940430818,Mountain View,CA,USA,18,15300000,130,NNX13AJ08G,1,0,121182,THE FORMATION AND DETECTION OF BIOGENIC AROMATICS IN DENSE MOLECULAR CLOUDS AROUND EMBEDDED PROTOSTA,120,940430818,18,USA,CA,2014-08-04 00:00:00,2014-08-04 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,2016-04-04 00:00:00,,,
University Of Hawaii Systems,2425 Campus Rd Sinclair Library Rm 1,968222247,Honolulu,HI,USA,1,838905856,8005,NNX14AE61G,1,0,121231,"TIRCIS: A THERMAL INFRARED, COMPACT IMAGING SPECTROMETER FOR SMALL SATELLITE APPLICATIONS",120,968222247,1,USA,HI,2014-08-04 00:00:00,2014-08-04 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,2017-03-31 00:00:00,,,
